FoodID,MeasureID,ConversionFactorValue,ConvFactorDateOfEntry
1835,1496,0.75,2012-08-14
1836,502468,0.9,2012-08-14
1837,1496,0.75,2012-08-14
1838,502468,0.9,2012-08-14
1840,1455,1,2011-02-23
1841,502468,0.9,2012-08-14
1848,502468,0.9,2012-08-14
1849,502468,0.9,2012-08-14
1850,1496,0.75,2012-08-14
1853,502468,0.9,2012-08-14
1854,502468,0.9,2012-08-14
1855,1496,0.75,2012-08-14
1861,1496,0.75,2012-08-14
1862,1496,0.75,2012-08-14
1865,1496,0.75,2012-08-14
1871,1496,0.75,2012-08-14
1873,1496,0.75,2012-08-14
1878,1496,0.75,2012-08-14
1879,1496,0.75,2012-08-14
1880,502468,0.9,2012-08-14
1881,1496,0.75,2012-08-14
1883,1496,0.75,2012-08-14
1884,1496,0.75,2012-08-14
1885,1496,0.75,2012-08-14
1887,1496,0.75,2012-08-14
1888,1496,0.75,2012-08-14
1893,502468,0.9,2012-08-14
1894,1496,0.75,2012-08-14
1895,502468,0.9,2012-08-14
1896,1496,0.75,2012-08-14
1897,1496,0.75,2012-08-14
1898,1496,0.75,2012-08-14
1899,1496,0.75,2012-08-14
1901,1496,0.75,2012-08-14
1902,1496,0.75,2012-08-14
1903,1496,0.75,2012-08-14
1904,1496,0.75,2012-08-14
1905,502468,0.9,2012-08-14
1906,1496,0.75,2012-08-14
1907,1496,0.75,2012-08-14
1907,502562,1.38,2014-04-28
1908,502468,0.9,2012-08-14
1909,1496,0.75,2012-08-14
1910,1496,0.75,2012-08-14
1910,502562,1.38,2014-04-28
1933,502468,0.9,2012-08-14
1934,1496,0.75,2012-08-14
1938,1496,0.75,2012-08-14
1939,1496,0.75,2012-08-14
1940,1496,0.75,2012-08-14
1941,1496,0.75,2012-08-14
1942,1496,0.75,2012-08-14
1971,502468,0.9,2012-08-14
1972,1496,0.75,2012-08-14
1973,502468,0.9,2012-08-14
1974,1496,0.75,2012-08-14
1977,1496,0.75,2012-08-14
1978,1496,0.75,2012-08-14
2153,341,0.67628,2014-09-12
2153,415,1.6907,2014-09-12
2167,402,0.68,2012-09-07
2168,1470,0.85,2012-08-20
2196,371,0.4903,2014-02-03
2196,979,1.22576,2014-02-03
2260,341,0.42265,2011-09-15
2260,428,0.1268,2011-09-15
2310,341,0.81576,2014-09-12
2310,415,2.0394,2014-09-12
2340,801,0.1,2014-02-03
2403,1497,0.7,2011-02-24
2404,1497,0.7,2011-02-24
2413,339,0.27,2014-12-12
2418,1470,0.85,2011-05-05
2419,1501,0.78,2012-09-06
2421,1501,0.68,2012-09-06
2422,1501,0.835,2012-09-06
2431,1470,0.85,2012-08-20
2433,336,0.79,2014-01-31
2433,1470,0.85,2012-08-20
2478,1501,0.865,2012-09-06
2506,1501,0.75,2012-09-06
2512,1494,0.2,2011-10-28
2519,867,0.2,2012-08-28
2523,867,0.2,2011-05-03
2524,867,0.2,2011-05-03
2525,867,0.2,2011-09-14
2530,867,0.2,2011-05-04
2597,867,0.2,2011-05-03
2651,1496,0.75,2012-08-15
2652,1496,0.75,2012-08-16
2660,502468,0.9,2012-08-16
2661,502468,0.9,2012-08-16
2662,1496,0.75,2012-08-16
2666,502468,0.9,2012-08-16
2667,1496,0.75,2012-08-16
2668,502468,0.9,2012-08-16
2669,1496,0.75,2012-08-16
2676,502468,0.9,2012-08-16
2690,502468,0.9,2012-08-16
2692,1496,0.75,2012-08-16
2696,1496,0.75,2012-08-16
2698,1496,0.75,2012-08-16
2700,1496,0.75,2012-08-16
2702,1496,0.75,2012-08-16
2704,1496,0.75,2012-08-16
2707,1496,0.75,2012-08-16
2708,1496,0.75,2012-08-13
2712,1496,0.75,2012-08-16
2713,1496,0.75,2012-08-16
2786,502468,0.9,2012-08-16
2789,502468,0.9,2012-08-16
2790,1496,0.75,2012-08-16
2791,1496,0.75,2012-08-16
2792,1496,0.75,2012-08-16
2797,1496,0.75,2012-08-16
2798,1496,0.75,2012-08-16
2828,1496,0.75,2012-08-16
2896,341,0.7143,2011-05-05
2896,428,0.21429,2011-05-05
2900,341,0.7143,2011-05-05
2900,428,0.21419,2011-05-05
2906,139,4.58,2014-02-06
2906,160,3.33,2014-02-06
2906,553,2.5,2014-02-06
2983,383,1.34728,2014-02-06
2992,97,1.7,2014-02-06
2994,1496,0.75,2012-08-17
2999,1496,0.75,2012-08-17
3001,1496,0.75,2012-08-17
3008,1496,0.75,2012-08-17
3010,97,2.02,2014-02-06
3011,1496,0.75,2012-08-17
3012,583,1.59,2014-02-06
3016,1496,0.75,2012-08-17
3017,1496,0.75,2012-08-17
3023,383,1.0039,2014-02-06
3037,583,1.55,2014-02-06
3050,1496,0.75,2012-08-17
3053,583,1.55,2014-02-06
3055,341,0.70164,2014-02-06
3055,383,0.87705,2014-02-06
3055,415,1.7541,2014-02-06
3061,1496,0.75,2012-08-17
3063,97,1.86,2014-02-06
3067,97,1.7,2014-02-06
3071,1496,0.75,2012-08-17
3081,341,0.65093,2014-02-10
3081,383,0.81365,2014-02-10
3083,1461,0.55,2013-02-21
3083,1496,0.75,2012-08-17
3084,1461,0.55,2013-02-21
3084,1496,0.75,2012-08-17
3088,1496,0.75,2012-08-17
3095,1496,0.75,2012-08-17
3104,1496,0.75,2012-08-17
3105,1496,0.75,2012-08-17
3106,502521,2.09,2014-02-10
3108,1496,0.75,2012-08-17
3109,160,0.145,2014-02-10
3113,383,1.26803,2014-02-10
3118,383,1.31029,2014-02-10
3121,349,0.68473,2014-02-10
3121,1119,0.85592,2014-02-10
3121,1120,1.71184,2014-02-10
3124,1496,0.75,2012-08-17
3126,1496,0.75,2012-08-27
3129,1496,0.75,2012-08-17
3141,97,1.59,2014-02-10
3142,97,1.54,2014-02-10
3143,583,1.59,2014-02-10
3145,97,1.51,2014-02-10
3146,583,1.51,2014-02-10
3147,583,1.54,2014-02-10
3152,583,1.51,2014-02-10
3155,583,1.51,2014-02-10
3156,583,1.54,2014-02-10
3157,583,1.54,2014-02-10
3158,583,1.54,2014-02-10
3161,97,1.86,2014-02-10
3166,583,1.54,2014-02-10
3168,583,1.59,2014-02-10
3169,97,1.54,2014-02-10
3174,502521,1.63,2014-02-10
3182,583,1.98,2014-02-10
3183,583,1.78,2014-02-10
3193,583,1.78,2014-02-10
3195,97,1.8,2014-02-06
3220,583,1.55,2014-02-06
3232,1496,0.75,2012-08-17
3240,1496,0.75,2012-08-17
3316,1461,0.55,2011-06-23
3316,1496,0.75,2012-08-20
3451,502468,0.9,2012-08-17
3452,1496,0.75,2012-08-17
3458,502468,0.9,2012-08-17
3460,1496,0.75,2012-08-17
3481,502468,0.9,2012-08-17
3482,1496,0.75,2012-08-17
3487,502468,0.9,2012-08-17
3488,1496,0.75,2012-08-17
3491,502468,0.9,2012-08-17
3492,1496,0.75,2012-08-17
3495,502468,0.9,2012-08-17
3496,1496,0.75,2012-08-17
3499,502468,0.9,2012-08-17
3500,1496,0.75,2012-08-17
3501,502468,0.9,2012-08-17
3502,1496,0.75,2012-08-17
3503,502468,0.9,2012-08-17
3504,1496,0.75,2012-08-17
3505,502468,0.9,2012-08-17
3506,1496,0.75,2012-08-17
3507,502468,0.9,2012-08-17
3508,1496,0.75,2012-08-17
3515,1496,0.75,2012-08-17
3520,1496,0.75,2012-08-17
3523,502468,0.9,2012-08-17
3524,1496,0.75,2012-08-17
3525,1496,0.75,2012-08-17
3529,502468,0.9,2012-08-17
3530,1496,0.75,2012-08-17
3531,1496,0.75,2012-08-17
3536,1496,0.75,2012-08-17
3541,502468,0.9,2012-08-17
3542,1496,0.75,2012-08-17
3547,502468,0.9,2012-08-17
3548,1496,0.75,2012-08-17
3553,502468,0.9,2012-08-17
3554,1496,0.75,2012-08-17
3555,1496,0.75,2012-08-17
3565,502468,0.9,2012-08-17
3566,1496,0.75,2012-08-17
3590,1496,0.75,2012-08-17
3591,1496,0.75,2012-08-17
3597,1496,0.75,2012-08-17
3600,502468,0.9,2012-08-17
3601,1496,0.75,2012-08-17
3602,1496,0.75,2012-08-17
3605,1496,0.75,2012-08-17
3616,1496,0.75,2012-08-17
3624,1496,0.75,2012-08-17
3625,502468,0.9,2012-08-17
3626,1496,0.75,2012-08-17
3627,502468,0.9,2012-08-17
3628,1496,0.75,2012-08-17
3635,502468,0.9,2012-08-17
3636,1496,0.75,2012-08-17
3637,502468,0.9,2012-08-17
3638,1496,0.75,2012-08-17
3648,502468,0.9,2012-08-28
3656,502468,0.9,2012-08-17
3657,1496,0.75,2012-08-17
3685,404,0.28,2012-08-28
3700,245,0.35,2014-04-22
3714,245,0.34,2015-03-09
3715,245,0.34,2015-03-17
3726,245,0.24,2015-03-09
3740,867,0.35,2012-08-03
3743,867,0.35,2012-08-03
3744,1652,0.35,2012-08-29
3746,1652,0.35,2012-08-29
3748,1652,0.35,2012-08-29
3763,1652,0.35,2012-08-29
3765,1652,0.35,2012-08-29
3777,277,0.49,2014-02-11
3786,1652,0.35,2012-08-29
3787,1652,0.35,2012-08-29
3812,139,0.14,2014-02-11
3812,1275,0.1,2014-02-11
3812,502524,0.122,2014-02-11
3812,502525,0.4,2014-02-11
3824,1526,0.24,2012-08-28
3854,1525,0.18,2012-08-28
3859,363,0.26206,2014-04-30
3859,1146,0.65515,2014-04-30
3860,346,0.35082,2014-06-03
3860,1406,0.87705,2014-06-03
3860,1622,0.43853,2014-06-03
3861,640,0.13948,2014-06-03
3861,1406,0.58118,2014-06-03
3861,1622,0.29523,2014-06-03
3865,1541,0.3,2012-08-31
3866,1541,0.3,2012-08-31
3870,1536,0.33,2012-08-16
3870,1622,0.32229,2014-06-03
3872,502526,0.1,2014-02-11
3875,1544,0.3,2012-08-16
3879,383,0.6076,2014-06-03
3912,341,0.64247,2014-06-04
3912,383,0.80308,2014-06-04
3912,415,1.60617,2014-06-04
3970,502527,1.73,2014-02-12
4033,383,0.68156,2014-04-22
4038,1541,0.3,2012-08-31
4041,502472,0.28,2012-08-31
4053,1652,0.35,2012-08-29
4066,1016,0.36984,2014-05-09
4071,1145,0.1585,2014-06-03
4071,1541,0.3,2012-08-31
4080,196,1.13,2014-04-14
4087,502469,0.27,2012-08-31
4093,384,0.27,2012-08-30
4093,640,0.23077,2011-05-10
4108,383,0.59175,2015-04-29
4108,415,1.1835,2015-04-29
4110,1353,0.16906,2011-05-10
4112,1638,0.2,2011-05-10
4127,502469,0.45,2014-11-04
4128,502469,0.45,2014-11-04
4129,502469,0.45,2014-11-04
4155,12,0.85,2014-02-12
4186,502528,0.07,2014-02-12
4202,341,0.87917,2014-02-12
4202,383,1.09896,2014-02-12
4202,415,2.19791,2014-02-12
4282,341,1.11584,2014-04-25
4282,383,1.39481,2014-04-24
4282,385,0.16738,2014-04-24
4282,428,0.33475,2014-04-24
4293,341,1.14966,2014-02-17
4293,428,0.3449,2014-02-17
4293,640,0.6898,2014-02-17
4298,428,0.40576,2014-02-17
4337,341,1.11574,2014-04-25
4337,383,1.39481,2014-04-24
4337,385,0.16738,2014-04-24
4337,428,0.33475,2014-04-24
4352,384,0.27,2012-08-30
4352,640,0.23077,2012-08-17
4369,1336,0.13256,2014-11-05
4369,1337,0.16907,2014-11-05
4369,1338,0.33814,2014-11-05
4371,502471,0.38,2014-11-05
4374,341,1.38635,2014-04-25
4374,385,0.208,2014-04-23
4374,428,0.4159,2014-04-23
4375,341,1.18347,2014-02-13
4375,383,1.47934,2014-02-13
4375,385,0.17752,2014-02-13
4375,428,0.35504,2014-02-13
4378,341,1.11584,2014-02-13
4378,383,1.39481,2014-02-13
4378,385,0.16738,2014-02-13
4378,428,0.33475,2014-02-13
4382,1353,0.16906,2011-08-25
4410,1454,0.3,2012-07-13
4528,612,0.47339,2014-02-05
4528,1309,0.28403,2014-02-05
4528,1310,0.59174,2014-02-05
4528,502518,0.14202,2014-02-05
4562,383,0.7502,2012-08-30
4563,383,0.92515,2012-08-30
4586,196,0.17,2014-04-30
4591,1649,2.41,2014-02-19
4607,867,2.22,2014-01-13
4650,502529,1.96,2014-02-19
4651,502529,1.9,2014-02-19
4652,502529,2.37,2014-02-19
4656,1497,0.7,2011-02-24
4745,502468,0.9,2012-08-16
4746,1496,0.75,2012-08-16
4757,502468,0.9,2012-08-16
4758,1496,0.75,2012-08-16
4781,502468,0.9,2012-08-17
4782,1496,0.75,2012-08-17
4783,502468,0.9,2012-08-17
4784,1496,0.75,2012-08-17
4785,502468,0.9,2012-08-17
4786,1496,0.75,2012-08-17
4791,502468,0.9,2012-08-17
4792,1496,0.75,2012-08-17
4794,502468,0.9,2012-08-17
4795,1496,0.75,2012-08-17
4797,502468,0.9,2012-08-17
4800,1496,0.75,2012-08-17
4809,502468,0.9,2012-08-17
4810,1496,0.75,2012-08-17
4811,502468,0.9,2012-08-17
4812,1496,0.75,2012-08-17
4813,502468,0.9,2012-08-17
4814,1496,0.75,2012-08-17
4815,502468,0.9,2012-08-17
4816,1496,0.75,2012-08-17
4817,502468,0.9,2012-08-17
4818,1496,0.75,2012-08-17
4819,502468,0.9,2012-08-17
4820,1496,0.75,2012-08-17
4821,1652,0.35,2012-08-29
4839,1496,0.75,2012-08-14
4843,1496,0.75,2012-08-13
4879,640,0.60384,2013-04-08
4954,1607,1.95,2011-05-06
4962,211,8.45,2014-01-08
4963,383,1.27859,2014-04-30
4995,1496,0.75,2012-08-16
5002,1496,0.75,2012-08-13
5010,1496,0.75,2012-08-16
5112,1461,0.55,2011-04-13
5114,1467,0.15,2011-05-19
5137,341,0.24937,2015-06-24
5139,314,0.25359,2015-06-24
5139,1461,0.55,2011-04-15
5174,341,1.10397,2011-04-15
5174,383,1.37996,2011-04-15
5174,385,0.16559,2011-04-15
5203,502468,0.9,2012-08-17
5204,1496,0.75,2012-08-17
5205,1496,0.75,2012-08-17
5206,502468,0.9,2012-08-17
5207,1496,0.75,2012-08-17
5217,1496,0.75,2012-08-14
5218,1496,0.75,2012-08-14
5219,1496,0.75,2012-08-14
5220,502468,0.9,2012-08-14
5224,1496,0.75,2012-08-14
5225,1496,0.75,2012-08-14
5226,1496,0.75,2012-08-14
5316,341,0.8665,2014-05-02
5328,341,0.97638,2014-05-05
5376,1496,0.75,2012-08-13
5379,1496,0.75,2012-08-13
5381,383,0.70269,2014-07-22
5384,145,0.66,2014-07-21
5384,1496,0.75,2012-08-13
5392,1481,0.04,2011-05-04
5403,110,10.02,2014-07-02
5404,110,9.05,2014-07-02
5412,502492,0.17,2013-07-30
5412,502493,0.026,2013-07-30
5414,502515,3.31,2014-01-31
5414,502516,0.85,2014-01-31
5441,502471,0.52,2014-11-04
5442,412,0.26,2012-08-30
5449,502471,0.274,2012-08-31
5455,1602,2.15,2011-05-06
5486,1496,0.75,2012-08-13
5492,402,0.28,2011-05-03
5492,1454,0.3,2011-05-03
5499,537,0.9,2014-11-03
5507,502470,0.276,2012-08-31
5533,1601,0.45,2012-08-30
5540,1496,0.75,2012-08-20
5541,1496,0.75,2012-08-20
5544,1496,0.75,2012-08-30
5552,388,1.55378,2011-05-05
5560,428,0.10144,2011-05-10
5562,1489,1.25,2011-05-06
5565,428,0.30432,2012-08-01
5566,245,0.21,2014-02-20
5567,1496,0.75,2012-08-14
5568,1496,0.75,2012-08-14
5569,142,0.61,2012-08-01
5569,1482,1.1,2011-04-27
5570,1496,0.75,2012-08-14
5575,1496,0.75,2012-08-14
5577,1496,0.75,2012-08-14
5585,502469,0.27,2012-08-31
5588,1496,0.75,2012-08-14
5597,1496,0.75,2012-08-14
5598,1496,0.75,2012-08-14
5600,1489,1.25,2011-05-06
5613,1496,0.75,2012-08-13
5615,502471,0.32,2012-08-31
5616,1353,0.1606,2011-05-10
5674,537,0.77,2014-11-03
5674,502620,1,2014-11-03
5677,383,0.70269,2014-07-22
5682,1496,0.75,2012-08-13
5683,1496,0.75,2012-08-13
5685,1496,0.75,2012-08-13
5687,1496,0.75,2012-08-13
5691,1496,0.75,2012-08-13
5692,1496,0.75,2012-08-13
5693,1496,0.75,2012-08-13
5694,1496,0.75,2012-08-13
5696,1496,0.75,2012-08-13
5702,1496,0.75,2012-08-13
5705,504,0.75,2013-05-21
5705,535,0.38,2013-05-21
5706,1501,0.865,2012-09-06
5707,1501,0.865,2012-09-06
5708,1501,0.865,2012-09-06
5715,502468,0.9,2012-08-17
5716,1496,0.75,2012-08-17
5721,502523,1.8,2014-02-11
5722,502523,4.89,2014-02-11
5736,1494,0.2,2012-05-08
5786,502468,0.9,2012-08-17
5801,1496,0.75,2012-08-17
5802,1496,0.75,2012-08-17
5808,502468,0.9,2012-08-17
5809,1496,0.75,2012-08-17
5817,502468,0.9,2012-08-17
5818,1496,0.75,2012-08-17
5860,502480,8.53,2014-01-07
5860,502505,1.07,2014-01-07
5861,502480,8.53,2014-01-07
5861,502505,1.07,2014-01-07
5862,211,8.94,2014-01-07
5862,502504,1.49,2014-01-07
5863,211,8.94,2014-01-07
5863,502504,1.49,2014-01-07
5867,383,1.29973,2014-10-03
5868,383,1.25746,2014-04-30
5869,1607,1.95,2013-02-22
5870,1607,1.95,2013-02-22
5896,1461,0.55,2013-02-21
5897,1461,0.55,2013-02-21
5908,1454,0.3,2011-09-15
5909,1471,0.65,2011-05-05
5910,502499,0.26,2013-10-22
5910,502500,1.04,2013-10-22
5910,502501,1.36,2013-10-22
5911,1457,1.4,2014-10-27
5929,1496,0.75,2012-08-14
5930,1496,0.75,2012-08-14
5936,1471,0.65,2011-05-05
5937,1471,0.65,2011-05-05
5938,1457,1.4,2011-05-05
5939,1457,1.4,2011-05-05
5944,502468,0.9,2012-08-16
5945,502468,0.9,2012-08-16
5946,502468,0.9,2012-08-16
5948,1496,0.75,2012-08-16
5949,1496,0.75,2012-08-16
5950,502468,0.9,2012-08-16
5952,502468,0.9,2012-08-16
5955,1496,0.75,2012-08-17
5961,341,0.87494,2014-02-06
5961,502519,0.23,2014-02-06
5980,428,0.3851,2011-06-13
5983,1496,0.75,2012-08-17
6046,502468,0.9,2012-08-17
6049,1496,0.75,2012-08-17
6061,502468,0.9,2012-08-17
6062,502468,0.9,2012-08-17
6064,1496,0.75,2012-08-17
6065,1496,0.75,2012-08-17
6066,502468,0.9,2012-08-17
6068,502468,0.9,2012-08-17
6069,1496,0.75,2012-08-17
6071,1496,0.75,2012-08-17
6078,502468,0.9,2012-08-17
6079,502468,0.9,2012-08-17
6081,1496,0.75,2012-08-17
6082,1496,0.75,2012-08-17
6102,502468,0.9,2012-08-17
6105,1496,0.75,2012-08-17
6108,502468,0.9,2012-08-17
6111,1496,0.75,2012-08-17
6114,502468,0.9,2012-08-17
6115,502468,0.9,2012-08-17
6117,1496,0.75,2012-08-17
6118,1496,0.75,2012-08-17
6122,1496,0.75,2012-08-14
6147,502468,0.9,2012-08-17
6149,502468,0.9,2012-08-17
6150,1496,0.75,2012-08-17
6152,1496,0.75,2012-08-17
6156,1496,0.75,2012-08-17
6159,502468,0.9,2012-08-14
6160,1496,0.75,2012-08-14
6161,502468,0.9,2012-08-14
6162,1496,0.75,2012-08-14
6169,502468,0.9,2012-08-17
6172,1496,0.75,2012-08-17
6175,383,1.69067,2014-02-19
6175,385,0.20888,2014-02-19
6175,415,3.38135,2014-02-19
6180,867,0.2,2011-05-03
6180,1454,0.3,2011-05-03
6184,1454,0.3,2011-05-06
6185,1494,0.2,2012-08-31
6185,1601,0.45,2011-04-18
6186,867,0.2,2011-04-27
6187,867,0.2,2011-04-27
6187,1454,0.3,2011-04-27
6189,1454,0.3,2011-05-06
6190,867,0.2,2011-04-18
6191,341,0.73542,2011-05-05
6191,383,0.9193,2011-06-13
6191,415,1.8386,2011-06-13
6191,1494,0.2,2012-08-31
6191,1601,0.45,2011-05-06
6192,867,0.2,2011-04-18
6192,1454,0.3,2011-04-18
6193,341,0.81572,2011-05-05
6193,383,1.01965,2011-05-05
6193,415,2.03931,2011-05-05
6193,1494,0.2,2012-08-31
6193,1601,0.45,2011-05-05
6194,1541,0.27,2012-08-31
6206,1496,0.75,2012-08-14
6207,1496,0.75,2012-08-14
6208,1496,0.75,2012-08-14
6209,1496,0.75,2012-08-14
6210,1496,0.75,2012-08-14
6211,1496,0.75,2012-08-14
6212,1496,0.75,2012-08-14
6213,1496,0.75,2012-08-14
6214,1496,0.75,2012-08-14
6215,1496,0.75,2012-08-14
6216,1496,0.75,2012-08-14
6252,341,0.95102,2014-02-19
6252,383,1.18878,2014-02-19
6252,1607,1.95,2013-02-22
6255,341,0.03212,2011-05-10
6255,415,0.0803,2011-05-10
6255,1353,0.1606,2011-05-10
6257,1454,0.3,2012-08-30
6258,502469,0.315,2012-08-31
6265,1652,0.35,2012-08-30
6265,502499,0.26,2013-10-22
6265,502500,1.04,2013-10-22
6265,502501,1.36,2013-10-22
6278,1471,0.65,2011-05-05
6279,1470,0.85,2011-05-05
6280,1470,0.85,2011-05-05
6285,1489,1.25,2011-05-05
6292,1454,0.3,2011-05-06
6298,1454,0.3,2011-05-05
501509,341,0.5782,2014-09-11
501509,385,0.0867,2014-09-11
501513,502468,0.9,2012-08-14
501520,341,1.05566,2014-12-03
501521,341,1.03386,2014-12-05
501526,341,1.02705,2015-01-30
501544,1607,1.95,2013-02-22
501546,1601,0.45,2012-08-30
501547,502469,0.27,2012-08-31
501551,990,0.5,2012-08-09
501576,1470,0.85,2011-05-05
501586,415,1.87025,2014-09-12
501643,502480,8.53,2013-12-27
501643,502505,1.07,2013-12-27
501644,245,1.15,2014-04-30
501644,502480,9.22,2014-04-30
